ptl,etal,energyl,ptj,etaj,energyj,massj,mjj,rjj,rjl,met,n21_1,n21_2,n32_1,n32_2,infl,drfl
133.591,0.5842,157.043,266.528,1.23887,498.833,15.3486,229.192,2.43181,3.0378,958.985,0.538298,0.60212,0.414228,0.692821,137.712,1.50906
111.455,1.26507,213.189,201.743,0.307472,216.468,46.7723,328.448,2.57074,0.961978,724.857,0.425108,0.431875,0.584864,0.647664,110.857,0.740876
140.053,-0.038874,140.158,216.245,1.67288,596.737,22.3412,392.236,3.24568,1.71673,1445.5,0.25192,0.401024,0.388481,0.656058,157.479,2.60573
157.008,1.30976,312.067,293.129,1.5383,714.066,11.5285,455.816,1.52337,2.85379,862.659,0.458791,0.469398,0.43559,0.437794,214.281,1.52575
249.796,-0.113137,251.397,168.845,1.39804,362.998,18.2429,494.702,3.36501,2.24791,465.331,0.413013,0.417027,0,0.58653,636.098,3.60291
144.029,-0.342585,152.564,149.899,-1.2448,282.681,21.938,344.1,2.27399,2.07777,473.669,0.0381816,0.2485,0.176834,0.211329,84.2216,1.10603
162.065,-0.0520048,162.284,160.029,0.146544,162.75,18.0114,127.627,1.12127,0.21305,1297.24,0.11526,0.316297,0.428667,0.45652,617.748,2.50793
269.843,0.258491,278.909,332.156,0.408323,361.03,23.9824,398.675,1.83145,0.727771,254.174,0.208422,0.420337,0.187597,0.331176,209.341,1.93645
156.212,0.680224,193.768,116.386,-1.64499,313.457,21.3587,276.271,1.73255,3.30534,328.339,0.196166,0.201056,0.439642,0.513733,237.266,1.9782
148.55,1.82416,472.311,91.3811,1.57443,230.334,11.28,122.581,0.95793,0.326255,1127.34,0.349815,0.375474,0.392678,0.548711,81.1856,1.03677
253.044,-1.33675,514.863,342.242,-1.27333,659.738,25.007,404.164,0.324987,2.81118,575.15,0.360897,0.576935,0.520895,0.732965,338.063,1.7288
143.249,-1.68979,401.303,171.096,0.0839209,172.287,14.2318,272.389,2.17496,3.07201,831.043,0.393651,0.410749,0.521925,0.848882,616.477,1.91404
183.352,-0.156069,185.589,236.837,1.34631,486.602,25.7353,620.497,3.66195,1.52636,194.899,0.348279,0.468613,0.464932,0.638426,165.398,0.42228
276.13,-1.72124,796.681,553.646,-0.699977,698.931,74.8625,631.777,3.05351,1.0697,1538.02,0.309641,0.433287,0.510557,0.926653,116.651,0.517785
123.356,-0.0231522,123.389,133.642,0.144061,135.306,8.61815,134.095,1.62706,2.75672,771.493,0.204391,0.530207,0.383541,0.411418,145.706,2.0614
209.026,0.0351218,209.155,418.035,0.963816,631.549,69.5815,385.639,2.61914,3.09794,752.938,0.129576,0.238546,0.0838896,0.53183,343.987,3.94905
165.693,-0.412455,179.987,168.182,-0.29738,177.344,24.278,223.089,2.31507,0.247703,382.082,0.469556,0.63005,0.597996,0.658863,233.536,2.87744
211.631,-0.529825,96.6319,129.495,-1.61294,338.075,14.2252,94.409,3.2309,1.18291,39.116,0.198951,0.339271,0.186982,0.498752,145.915,2.95371
120.711,-0.458653,133.632,132.504,-0.931592,195.126,18.1217,227.83,2.36028,0.656296,188.78,0.285619,0.515646,0.288687,0.48234,78.8976,1.18509
373.044,0.709019,470.804,364.051,0.781133,482.092,34.1624,812.416,3.16322,2.54591,515.186,0.207978,0.248165,0.249,0.32837,167.975,1.28795
128.793,1.6422,345.171,353.519,0.99205,548.552,83.0861,1204.47,1.00762,2.80406,578.012,0.0865512,0.507552,0.575542,0.693832,303.795,3.04411
493.05,0.650202,600.996,640.632,-0.191591,654.591,53.1854,1040.56,2.32317,1.02106,1658.61,0.0311198,0.0861818,0.265124,0.357825,607.954,2.49233
151.552,0.146231,153.175,188.868,1.58225,481.466,49.5258,357.61,2.10324,3.31299,603.932,0.378685,0.394022,0,0.854472,73.3341,0.839089
135.99,-0.893138,193.932,326.393,-0.711303,413.717,31.6695,673.307,4.13127,0.187879,236.05,0.286331,0.573095,0.35732,0.544247,121.049,1.92267
215.45,-1.2169,395.66,306.239,-1.82094,971.14,28.8778,482.199,2.29322,0.821102,727.115,0.190234,0.617443,0.326104,0.590393,199.748,1.5538
130.829,1.19038,234.998,111.522,-0.193983,114.444,13.6548,205.147,2.46396,2.77186,244.042,0.714352,0.744819,0.259995,0.496143,375.661,2.97493
147.854,-0.140576,149.317,143.862,-1.32188,289.343,14.9822,75.8715,0.871092,3.08899,329.136,0.0357395,0.479889,0.0229613,0.33662,153.642,2.72693
165.213,-0.986671,252.371,110.897,0.888446,158.013,11.1328,81.9501,0.723642,3.45798,391.972,0.262153,0.357831,0.447626,0.770341,142.878,2.6003
540.914,0.0195242,541.017,657.024,1.0001,1017.8,88.8303,242.995,0.861072,0.988651,1625.94,0.235754,0.354722,0.161557,0.410958,229.017,1.56997
119.054,0.658686,145.828,155.071,1.66938,426.989,25.4506,302.838,1.28472,2.51213,1269.94,0.170067,0.272366,0,0.54064,129.12,2.24644
163.427,-1.3359,332.276,135.465,-1.92706,475.355,14.5146,93.8612,2.34429,2.96123,1741.15,0.413849,0.419134,0.457363,0.729614,221.207,2.76095
149.659,0.6358,180.941,185.534,1.77272,562.987,35.5548,363.273,2.2774,2.43417,636.667,0.2553,0.363541,0.332057,0.517058,897.783,1.91409
234.277,-1.3525,483.275,346.016,-0.921742,509.07,73.671,248.77,1.16212,0.45176,1343.73,0.128322,0.210046,0.176759,0.441352,606.695,3.10849
174.548,-1.00819,271.032,241.109,-1.74934,715.124,35.34,580.399,2.24181,0.747549,647.721,0.0272025,0.362468,0,0.537635,302.805,2.80735
144.436,-0.0297338,144.5,165.773,1.47232,380.466,9.5857,610.358,3.5417,1.75163,30.4229,0.314341,0.456017,0.107406,0.340993,98.5651,1.38918
223.422,1.35158,460.514,241.757,-0.120227,248.64,50.2666,225.967,3.10876,3.39226,154.56,0.131656,0.615536,0.487214,0.685339,563.87,3.39088
708.536,-0.419957,771.94,764.968,-2.00318,2888.25,92.089,758.558,3.65066,1.58329,2539.3,0.0851453,0.211821,0,0.264412,960.596,0.565112
133.926,-0.839603,183.97,185.646,-1.04974,299.702,34.7729,301.733,2.68467,1.23205,890.45,0.278093,0.504585,0.446466,0.647591,249.619,2.44936
179.09,-0.14406,180.951,431.396,-0.0624287,436.679,62.1286,397.368,1.80122,0.171688,435.528,0.29639,0.330547,0.648722,0.800672,215.591,1.60622
