ptl,etal,energyl,ptj,etaj,energyj,massj,mjj,rjj,rjl,met,n21_1,n21_2,n32_1,n32_2,infl,drfl
137.938,2.28174,682.507,370.853,0.12956,378.365,57.502,991.272,2.06501,3.50712,311.488,0,0.526087,0.105862,0.441727,406.882,3.14763
126.533,-0.0776891,126.915,248.592,0.0117086,251.272,36.4826,332.4,1.06074,2.93582,210.784,0,0.212732,0.328537,0.697096,78.2129,1.25277
156.66,1.51885,374.882,337.994,-0.242804,348.948,25.6114,405.435,0.256873,3.30961,233.256,0.188957,0.589152,0.610201,0.738335,167.115,2.77871
123.781,-0.375056,132.59,326.74,-0.536809,377.247,41.491,406.288,2.75089,2.72327,457.103,0.420324,0.695924,0.338591,0.903063,130.739,2.35676
562.993,-0.185975,572.758,448.392,-1.06412,728.577,45.78,428.005,1.37823,2.96271,1187.57,0.397882,0.422333,0.210643,0.48212,351.952,1.08854
156.776,0.951376,233.242,203.931,0.999772,317.402,41.8696,170.353,1.94679,0.0496636,568.134,0.365894,0.452412,0.40399,0.524028,89.0533,1.29393
105.159,1.87043,349.4,209.627,-0.782049,277.202,8.68081,293.512,1.90816,3.97788,164.483,0,0.595361,0.411189,0.508942,112.654,1.31051
260.896,-0.778961,344.134,403.423,-0.322207,426.983,45.554,644.709,1.93625,2.55542,204.499,0,0.514842,0.47463,0.76153,207.593,1.01035
551.377,-0.207254,563.262,686.202,-0.537737,792.25,83.5937,382.477,0.674316,2.62311,714.846,0.109787,0.128979,0.453555,0.468789,160.684,2.54696
115.688,2.31362,590.581,174.228,0.621315,209.717,17.8812,364.417,1.96249,3.11164,708.469,0.484117,0.764629,0.402072,0.825506,613.85,1.5012
183.549,-1.02719,289.203,343.405,-1.71089,981.542,25.7429,660.332,2.46071,1.09766,1789.01,0.084749,0.358709,0.405217,0.46505,118.341,2.53248
137.412,-1.39751,294.908,131.781,-0.345649,140.039,9.27474,97.1104,1.74775,3.2134,184.87,0.0185751,0.5223,0,0.553393,304.386,3.20909
129.087,0.544807,148.723,114.775,-1.55396,283.943,14.2307,177.794,2.23948,3.27474,586.2,0.377644,0.430292,0.554499,0.745097,145.744,2.57697
119.196,-1.26615,228.207,196.748,-0.0359383,197.015,7.411,480.351,3.96708,1.24045,71.0997,0.699576,0.880279,0.200146,0.367007,655.31,1.45168
215.903,-0.855635,299.876,280.437,-0.423974,306.646,19.56,304.824,1.27723,2.10479,227.344,0.0958437,0.158681,0.260289,0.658971,289.438,2.372
191.942,-1.21284,351.289,169.889,-1.04344,272.649,29.2437,159.231,1.72135,2.81132,672.694,0.219068,0.316067,0.141169,0.584929,74.3102,0.923554
341.144,1.06044,551.618,387.57,1.03661,616.802,45.3814,679.124,2.78676,0.36559,1223.21,0.186072,0.510401,0.508288,0.638021,198.432,1.67099
128.994,0.959743,193.104,231.238,1.79259,714.067,27.3578,163.076,2.0765,0.833081,1211.99,0.311826,0.448622,0.01868,0.614649,108.171,1.54821
117.903,0.471845,131.273,121.159,-0.632428,147.318,18.0614,126.226,1.75093,2.99119,122.477,0.17746,0.224865,0.0427922,0.579943,169.7,2.40353
148.687,-0.466581,165.168,173.857,-1.61155,453.049,11.2092,92.6625,0.554256,3.17457,804.527,0.296033,0.346924,0,0.145378,427.03,3.46418
220.817,1.02698,347.865,181.826,1.03628,290.619,34.9437,300.779,2.47424,2.93894,182.552,0.370168,0.418726,0.238573,0.484752,549.394,0.0399076
112.499,-1.76313,337.619,444.638,0.834104,613.047,74.6139,409.859,1.5727,3.15303,840.853,0.178537,0.377838,0.340548,0.474037,349.287,2.37692
168.025,1.35547,347.51,197.882,1.08729,327.622,22.683,86.6219,0.662376,3.01267,813.041,0.121073,0.218767,0.349206,0.404565,89.5197,1.13107
154.25,-0.425574,168.43,387.702,0.88535,553.262,61.4416,594.333,2.782,1.39434,356.87,0.450687,0.479617,0.394653,0.659046,381.095,0.435944
146.152,1.59044,373.402,162.833,-0.225638,167.733,15.7145,271.383,3.06779,1.8287,1216.53,0.0282246,0.619812,0.108425,0.159851,15.9677,0.0198686
123.323,-1.24598,232.094,212.346,-0.363122,227.576,22.094,485.117,1.26218,1.95333,401.152,0.186995,0.542992,0.68718,0.768843,223.543,2.58342
156.755,-1.94089,557.149,180.686,-0.176602,183.981,13.1452,155.871,2.24339,3.45168,407.064,0.227448,0.343743,0.400335,0.657587,260.05,2.43817
195.829,2.02076,751.654,359.631,1.4108,781.832,36.5954,488.564,0.7878,2.95748,1392.68,0.272236,0.780246,0.503441,0.535,244.447,1.34918
255.909,1.35496,529.037,154.383,-0.155845,157.331,18.3121,88.8575,0.555833,1.54575,1037.94,0.26826,0.279101,0.269083,0.320961,246.415,2.42033
158.309,-0.0157735,158.329,139.07,-1.01761,217.543,3.88375,306.735,3.7352,3.03199,399.294,0.0465717,0.152668,0.257222,0.420291,228.024,3.41844
222.684,0.457569,246.405,581.843,0.564608,678.235,39.6895,292.706,1.9229,2.96352,553.127,0.153891,0.303461,0,0.257226,140.285,1.79931
147.848,-0.167858,149.936,352.506,-0.98917,540.529,33.49,410.563,0.722854,2.97083,164.738,0.253713,0.253852,0.375276,0.381552,188.241,2.18036
247.45,1.38559,525.502,232.231,1.82695,741.254,37.0272,339.89,1.83279,0.448897,720.299,0.204515,0.300066,0.352946,0.406466,74.2005,0.717107
183.474,-0.464666,203.641,373.596,-0.207121,384.26,44.8151,618.005,2.61287,0.942134,340.179,0.560193,0.608185,0.119058,0.480846,154.352,1.6788
287.99,0.970255,434.521,825.574,-0.664896,1021.41,115.263,805.459,1.40688,1.63552,1413.66,0.292444,0.463133,0.397231,0.48911,133.397,1.16968
116.762,0.824474,158.746,171.728,0.819383,233.121,14.4156,169.937,1.43762,0.827906,1428.52,0.422944,0.785187,0.425732,0.829097,198.055,2.60495
151.324,2.1549,661.506,259.915,-1.12375,447.885,72.1127,931.069,2.88291,2.41458,354.409,0.269157,0.430723,0.619659,0.734001,253.36,1.77744
208.1,0.802807,278.84,201.918,-0.306584,212.479,20.5594,288.539,3.06249,1.1095,1034.57,0,0.577433,0.430375,0.431685,371.435,3.04696
232.968,0.0460169,233.215,142.357,1.80689,445.694,19.54,90.2917,0.913434,3.51654,572.211,0.657837,0.673784,0.363117,0.727524,266.619,1.02244
191.689,2.35918,1023.3,361.058,0.474834,405.47,48.729,464.395,2.94159,3.59896,321.285,0,0.24755,0.330102,0.468278,2244.21,3.6043
191.256,-0.644006,232.307,198.042,1.45933,449.785,24.6715,271.344,3.04838,2.1952,385.732,0.190604,0.592033,0.539579,0.796218,179.263,1.49053
351.996,-2.18528,1584.97,551.507,-0.653769,675.825,54.4733,664.504,1.14662,3.21898,1987.56,0.217229,0.612472,0.25894,0.610686,723.069,0.181423
214.017,-1.34754,439.571,336.964,-0.105519,339.934,27.2336,229.819,1.38273,1.24765,276.551,0.52056,0.607244,0.439936,0.451053,135.65,1.47943
210.444,0.226579,215.869,199.499,-0.075248,201.376,22.945,275.901,2.22638,1.05289,1126.49,0.221042,0.360037,0.470269,0.896417,349.759,2.1498
126.852,-1.00528,196.532,194.577,0.887137,276.796,16.584,347.592,2.52833,2.89123,325.283,0.213106,0.647095,0.554486,0.772245,233.719,2.4891
137.439,1.39897,295.347,208.058,1.42905,459.851,24.2322,213.57,1.23301,3.01637,320.321,0.0461997,0.177063,0.550955,0.658054,562.746,1.39198
199.488,-0.0497324,199.734,317.211,-0.0692489,318.788,22.7934,453.565,3.27269,0.177985,628.943,0.31362,0.31791,0.319977,0.721456,179,2.04857
177.581,0.376487,190.316,140.044,0.182157,143.093,14.3306,269.967,2.38776,0.305096,2025.35,0.341317,0.563849,0.546889,0.735295,125.143,1.49572
722.902,-0.327749,762.078,613.903,0.958888,923.295,94.6208,646.176,2.10624,1.2886,426.741,0.0594867,0.26867,0,0.560145,579.035,2.94302
168.398,0.443589,185.24,374.187,0.910819,541.851,39.2231,461.442,2.6886,0.625752,255.821,0.172597,0.427524,0.293182,0.461167,338.215,2.15952
686.708,0.546318,791.76,1068.84,-0.871554,1502.95,73.6246,903.513,0.463049,3.38883,460.471,0.199072,0.209347,0.408529,0.47895,148.024,2.14707
256.026,-1.82539,814.978,421.035,-1.93769,1493.08,59.8123,802.78,3.30948,0.332934,2492.01,0.0100756,0.436162,0,0.404815,405.905,1.6597
129.74,-0.752756,168.267,124.959,0.171047,127.061,8.27481,81.4685,1.07592,0.924654,356.384,0.182973,0.184988,0.0281481,0.318046,195.777,3.07294
211.616,1.24135,396.705,210.612,0.0924489,215.77,42.6493,193.092,1.98286,1.17998,65.7114,0,0.196948,0.508958,0.686087,354.493,3.31586
146.758,0.032385,146.835,396.764,0.684216,500.931,87.0077,439.237,2.43136,3.11688,625.978,0.119887,0.46563,0.647956,0.680278,239.48,1.80045
126.866,1.61623,331.928,142.245,0.540964,163.787,8.40347,150.634,1.38397,1.07642,716.453,0.113844,0.399653,0.236754,0.377358,217.708,2.44867
170.287,-0.944881,252.13,194.097,-0.953416,290.382,26.1377,132.849,1.34861,0.117263,166.987,0.431479,0.469544,0.576151,0.644597,126.81,1.90194
141.409,2.11017,591.86,553.8,-1.12131,953.754,161.377,870.236,1.65376,2.5893,637.325,0.351873,0.385776,0.322512,0.639474,454.901,1.88298
260.595,-0.954215,388.513,1201.15,0.514483,1368.5,115,753.166,0.956518,3.37229,1020.05,0.0689102,0.564334,0.157286,0.649442,153.914,1.04462
212.768,0.287875,221.645,266.186,-0.446239,298.416,55.9133,563.422,2.42512,1.30072,246.369,0.330032,0.518216,0.494516,0.53049,208.738,3.11606
232.138,0.453039,256.371,363.42,0.92116,536.429,90.013,878.74,3.08273,1.68587,376.834,0.0937769,0.39899,0.40963,0.474911,328.778,0.994602
248.662,-1.50572,587.992,301.159,-1.30879,598.821,29.8353,281.887,2.55855,3.13961,1199.37,0.381619,0.535198,0.341751,0.395675,139.93,1.48734
144.278,-1.06198,233.576,144.949,-0.386827,157.987,25.4149,90.3952,0.747048,0.680257,489.265,0.133479,0.24174,0.357348,0.687933,261.446,3.22699
108.015,2.25637,521.339,183.682,0.777402,242.525,15.3503,267.169,1.59761,1.53543,1389.95,0.274987,0.36109,0.447292,0.504747,121.352,0.565972
163.603,1.15522,285.465,197.132,0.240829,207.63,44.1722,179.381,1.46722,0.954534,172.847,0.133893,0.585734,0.336881,0.728194,218.655,2.1257
156.624,0.665803,192.641,301.452,0.652361,372.379,57.5526,247.112,0.81773,0.0568006,86.71,0.236262,0.408519,0.371283,0.577044,298.97,2.67141
212.05,0.896164,303.053,547.441,1.13696,944.877,84.7567,826.613,2.91101,0.478993,1029.27,0.217307,0.288701,0.669246,0.794479,125.258,1.37912
155.007,-0.963358,232.673,138.913,-2.16429,613.038,15.9319,2471.27,3.99877,1.21296,1642,0.186985,0.312025,0.0158737,0.404061,160.87,1.031
130.693,-1.09807,217.728,165.87,-0.0593454,167.172,18.3443,100.382,0.681231,2.95291,467.359,0.0730777,0.432037,0.43255,0.43951,93.0038,1.20855
155.499,-0.520703,177.059,193.141,-0.829869,264.055,16.2721,234.399,1.86125,0.456518,914.638,0.071859,0.371646,0,0.0593238,164.472,1.23242
148.916,-1.47477,342.421,437.586,0.303696,466.688,90.0322,637.262,1.92334,1.81084,794.181,0.211214,0.366988,0.459784,0.685881,2.24818,0.0150802
186.836,-1.58928,476.832,151.076,-0.300481,158.397,11.9132,101.461,2.30725,3.24877,240.48,0.196043,0.479473,0,0.742498,241.288,2.65648
238.762,-2.04241,935.814,299.497,-1.01574,468.859,32.3079,374.738,1.20608,2.42221,2831.06,0.12887,0.562218,0.279775,0.506614,53.8943,0.0110803
126.612,0.663965,155.561,143.107,-1.77118,432.924,12.3811,452.796,2.91442,2.43516,53.6552,0.202956,0.27844,0.579277,0.695875,97.0702,1.14675
164.496,1.21122,300.652,213.924,-0.045052,217.993,40.7996,355.567,3.20805,2.55122,548.634,0.388494,0.531762,0.360618,0.485823,129.168,1.87123
176.182,-0.157636,178.376,636.325,0.314377,670.305,55.1815,1233.41,2.99497,2.38662,440.041,0.131313,0.397904,0.704422,0.751034,198.801,2.27785
200.311,-1.22807,371.326,135.077,-0.313307,142.163,10.6807,112.03,1.0807,1.02176,253.51,0.345037,0.613464,0.457353,0.458946,277.581,3.10538
153.577,0.609962,183.043,430.463,0.806036,580.053,48.3465,717.249,1.01008,2.08137,239.139,0.467616,0.483385,0.504921,0.540782,281.594,2.65496
146.309,1.97812,538.964,201.559,1.22837,373.94,12.4146,430.761,2.738,0.835849,314.552,0.0847522,0.178139,0.589681,0.685717,468.692,2.94568
178.752,1.3913,381.531,496.165,-0.115661,501.504,44.9264,457.859,1.97879,3.15522,1043.37,0.403044,0.508784,0.439484,0.634687,50.1346,0.3842
288.493,-0.0340267,288.66,260.355,0.0276769,263.396,39.2515,443.379,2.21503,2.7066,1255.94,0.220299,0.590076,0.285057,0.564373,246.336,0.950554
130.062,0.547264,150.029,404.421,1.54368,991.227,51.3077,1037.2,2.55376,2.94951,1407.78,0.0919611,0.272043,0.279704,0.781961,287.02,1.74893
74.9245,-0.718034,95.0833,131.249,0.101573,133.24,18.6587,99.0991,0.759918,2.88989,680.985,0.236436,0.327267,0.0399378,0.387239,130.797,1.80348
152.535,-0.0913769,153.172,158.001,-1.0365,251.078,12.8422,241.992,1.489,3.09871,84.0955,0.0460706,0.420587,0.149905,0.207769,217.071,2.21283
162.115,0.562408,188.437,115.957,0.469645,129.441,10.8935,98.9798,1.09944,2.9987,95.7255,0.170398,0.355869,0.518692,0.711461,202.153,0.962334
142.499,0.0865805,143.034,347.787,-1.53902,848.233,31.0072,811.967,1.4177,3.08617,1264.3,0.146674,0.186886,0.271738,0.402413,121.954,1.47639
213.198,-0.490048,239.314,294.732,0.443008,327.492,46.8073,436.412,2.1704,1.04486,846.112,0.280427,0.458756,0.500224,0.507541,462.406,2.3058
514.201,-0.229589,527.812,761.388,0.32758,822.882,181.541,1742.07,2.83393,2.75309,3351.78,0.176592,0.314539,0.00171549,0.36161,334.641,1.41259
158.856,-1.30006,313.108,146.169,-0.810683,197.013,6.98346,328.136,2.54822,3.11555,1296.7,0.458135,0.622198,0.343609,0.720599,311.287,2.07202
183.861,1.92897,646.058,370.703,1.38759,793.949,91.6317,2020.89,2.65363,0.583115,1453.64,0.03312,0.128268,0.048326,0.265525,529.154,0.767849
252.058,-1.19851,455.822,480.844,-0.214373,497.201,72.1678,137.234,0.788362,3.19865,2325.7,0.0703209,0.250851,0,0.485237,167.34,2.28996
203.4,0.882409,287.862,261.137,1.4586,592.5,28.7304,186.227,0.934044,3.17851,376.516,0.0336243,0.234186,0.508047,0.623604,455.923,3.15098
127.301,1.66328,347.921,157.838,0.234071,163.939,23.9396,143.272,1.76133,1.50669,709.048,0.423182,0.471582,0.346929,0.795596,162.425,2.17123
144.858,1.33406,294.05,202.155,0.45941,225.731,28.9544,279.616,2.545,1.2858,912.681,0.281813,0.453124,0.453144,0.708347,193.205,2.78576
143.245,1.97952,528.388,251.658,-0.375594,277.259,64.6398,200.386,3.05257,3.83296,462.159,0.188162,0.266535,0.398629,0.523444,177.057,2.04731
202.289,-1.59145,517.304,443.163,0.0735543,446.194,40.3926,545.576,0.778245,3.3872,401.529,0.141874,0.238806,0,0.425437,519.392,3.45905
258.672,0.227191,265.376,233.342,0.0182111,234.331,21.0818,79.7139,0.777603,0.283987,286.273,0.203462,0.588799,0.439966,0.75181,323.381,3.12382
134.237,1.492,313.504,330.001,1.1,551.309,27.7257,687.218,2.90196,2.79333,737.141,0.437079,0.661158,0.289841,0.860754,415.178,2.40269
309.2,-1.52932,746.983,327.946,-0.226657,338.719,39.5178,90.2571,0.599962,1.30416,980.493,0.213017,0.255442,0.538131,0.803003,253.676,2.29663
146.678,1.9129,507.535,122.273,0.503923,140.235,24.2096,98.457,1.40549,1.41052,1379.52,0.287834,0.583987,0.473047,0.818168,125.446,1.19562
231.387,2.48176,1393.64,262.394,0.72851,337.836,42.4494,172.674,1.2648,3.56163,1913.32,0.172326,0.215933,0.381406,0.422163,854.139,0.954451
259.712,0.611268,309.762,182.447,-1.72298,527.604,19.48,432.436,2.28297,2.47631,358.935,0.407003,0.572344,0.315433,0.559681,146.21,1.43205
202.276,-1.71521,580.306,128.423,0.340836,137.428,20.0706,640.478,1.63813,2.06098,627.155,0.200291,0.388996,0.347311,0.382884,413.771,3.36034
185.929,-0.51821,211.458,369.177,-1.23488,688.512,17.1632,672.558,2.56261,0.794253,1225.82,0.266526,0.494731,0.308182,0.357106,228.923,2.01758
229.028,0.371047,244.976,172.777,-0.111386,174.869,18.8472,430.137,3.30058,0.499124,719.345,0.0248205,0.437957,0.0136,0.30854,249.825,1.37615
156.194,1.64033,417.88,264.603,0.0355979,276.698,80.362,452.56,1.32516,3.21648,808.665,0.309712,0.593204,0.384927,0.449743,327.879,3.32309
421.214,-0.734841,540.15,255.031,0.000979685,256.205,24.4957,353.384,2.43043,0.745425,235.939,0.217665,0.337292,0.325059,0.340052,384.436,3.43623
138.154,1.27109,265.619,250.987,-0.0901353,253.083,23.3151,420.77,0.838289,1.85562,675.184,0.27208,0.426245,0.360089,0.420583,880.74,3.22697
176.444,-1.05535,284.167,196.678,0.116025,198.662,16.1665,340.291,2.26904,1.33419,333.528,0.0713475,0.338612,0.0476563,0.558049,240.252,1.30009
312.476,-0.726494,398.629,652.848,-1.21561,1199.66,70.037,777.709,1.33089,2.96726,1141.21,0.189394,0.271593,0.0834519,0.555438,123.142,1.19799
333.325,0.154778,337.325,136.405,-0.308301,143.375,11.1752,205.703,1.39551,0.506116,196.887,0.0333181,0.338948,0.57845,0.632048,221.138,1.78819
233.678,-1.4175,510.481,207.398,1.82578,661.476,37.2052,284.235,3.43267,3.04648,248.15,0.423406,0.471199,0.146561,0.615716,208.452,1.66511
397.108,-1.06257,643.189,411.55,-0.957655,617.816,57.4718,268.065,1.80005,0.191942,1754.6,0,0.425191,0.72467,0.868096,286.318,1.94179
189.63,-0.669245,233.705,409.986,-0.679207,512.776,68.0163,965.101,2.54359,2.84144,165.092,0,0.236932,0.647159,0.708741,299.331,1.49042
174.45,1.35875,361.837,304.776,-0.531346,349.118,14.392,631.908,2.99344,3.05939,127.423,0.644602,0.755895,0.442164,0.700652,485.599,1.40362
182.896,2.2893,911.676,145.336,0.854921,201.938,8.41364,110.256,0.890315,3.22611,1376.59,0.0839575,0.238308,0.557132,0.635685,145.321,2.17574
130.737,-0.419073,142.386,183.087,0.966727,276.084,17.7408,325.518,1.4302,2.94251,559.41,0.339208,0.504648,0.461412,0.489868,138.489,2.23124
151.678,1.44778,340.422,212.205,1.15037,369.331,19.7945,223.773,0.579745,2.88863,1011.05,0.307206,0.307385,0.620304,0.742517,115.357,0.81457
330.302,-0.325268,347.93,534.153,0.552315,623.91,87.6845,522.189,2.99169,0.885099,381.889,0.237011,0.263371,0.376453,0.832928,174.392,0.680555
138.506,-0.298172,144.708,264.208,0.552661,307.673,35.7036,206.787,1.61598,2.69325,1041.5,0.225288,0.312925,0.35113,0.637173,149.105,1.80287
154.218,0.125875,155.441,149.07,1.38296,315.986,9.43738,88.8619,1.07559,1.27638,59.1151,0.013065,0.155882,0,0.57179,139.83,2.61309
117.48,0.710248,148.379,148.676,1.53693,361.797,9.20573,240.975,2.45684,3.11936,358.561,0.187785,0.502228,0.294047,0.314115,123.064,1.68666
168.555,1.85438,551.535,435.028,1.26183,830.607,36.1609,662.411,3.038,3.02429,606.805,0.285912,0.501791,0.385969,0.678235,596.947,2.1942
178.066,-0.539232,204.588,199.505,-0.378921,215.739,27.3369,1091.15,1.89534,3.04087,4364.51,0.383461,0.454345,0.57864,0.757122,257.577,2.19458
228.392,-0.789609,303.368,458.843,-0.476715,512.953,31.6494,581.252,3.12746,3.06531,262.677,0.177674,0.243136,0.27105,0.486661,489.359,1.013
160.146,-0.719311,203.393,256.909,0.143414,262.469,38.9962,381.011,1.34993,2.4157,402.027,0.312639,0.589765,0.673744,0.91293,216.966,1.78667
123.795,-0.527586,141.428,337.729,1.80808,1058.37,41.789,694.087,1.94605,3.45536,998.309,0.291374,0.479434,0.512073,0.648365,201.516,3.47629
190.712,-0.679567,236.469,550.729,1.39811,1182.72,18.2118,1125.56,2.52902,3.03222,1139.46,0.11678,0.36236,0.196803,0.367168,195.538,1.84496
323.683,-0.49416,364.015,377.793,-0.788414,502.26,29.0414,176.735,0.852457,2.98187,1539.23,0.195023,0.456035,0.474776,0.510372,323.298,3.26797
134.705,0.889503,191.603,325.269,0.133869,328.97,22.6723,455.773,0.407935,0.906806,1305.44,0.22157,0.392031,0.101969,0.667502,237.344,3.42523
177.851,-0.800983,238.019,153.281,1.84883,499.053,11.6915,120.516,1.62668,4.08749,210.595,0.29042,0.49901,0.125298,0.271989,187.983,2.27295
203.228,-0.255206,209.882,444.013,-1.41602,969.25,32.7902,435.066,1.66247,1.16109,140.053,0.404894,0.478665,0.555767,0.584885,952.265,1.79496
181.02,-0.673721,223.68,332.843,0.16457,341.082,50.2503,649.882,1.70357,3.01946,1171.2,0.193866,0.560626,0.477897,0.693551,330.483,2.7277
301.811,1.88432,1016.17,236.292,0.970884,358.646,37.4424,454.479,2.40673,0.984384,927.73,0.420027,0.425334,0.491365,0.54824,865.828,2.82049
144.651,0.8042,194.002,188.499,2.07151,760.171,19.8229,463.583,3.11696,2.30858,657.816,0.266986,0.557899,0.439197,0.561707,371.852,2.83663
131.677,-1.32051,264.167,329.871,-0.586503,389.235,27.6435,448.529,3.42551,2.99173,991.526,0.120755,0.125921,0.56787,0.577319,91.3487,1.98817
429.594,-0.334177,453.805,597.023,-0.123296,605.071,65.0299,659.495,2.58141,0.454064,690.08,0.427143,0.62889,0.415259,0.602202,648.028,2.4482
132.928,-0.46661,147.664,466.048,-1.71407,1338.17,82.7356,648.087,3.13167,1.26328,1841.48,0,0.135718,0.484117,0.624091,168.747,2.57236
163.158,1.28382,317.128,140.975,-0.5871,166.868,17.2267,176.743,1.39033,2.02103,303.944,0.00352144,0.437754,0,0.729157,447.182,3.07593
181.232,-0.685382,225.492,445.077,-1.08616,741.208,99.7699,731.748,0.555784,2.35478,1706.75,0.0499271,0.265441,0.401117,0.710089,122.019,1.12101
162.028,2.36371,868.825,198.799,0.266816,206.199,10.7573,126.503,0.75453,3.65254,368.042,0.121989,0.372714,0.354997,0.460294,74.9275,2.91724
159.139,-0.783533,210.539,183.796,0.698033,231.644,23.778,299.543,1.22908,2.21053,322.553,0.249076,0.397684,0.411545,0.685574,218.533,3.06148
136.024,0.498245,153.26,142.433,-0.117858,144.342,16.2622,375.345,2.30075,2.35191,515.255,0.136569,0.232508,0.446175,0.6269,88.4967,1.21015
149.603,-0.593666,176.749,205.077,-1.63158,544.856,26.0851,251.702,1.75578,3.03788,2204.36,0.0666749,0.134756,0.46602,0.477073,185.707,0.673328
119.338,-1.78133,364.349,130.85,0.415341,142.966,13.7857,73.0395,1.15195,2.198,439.951,0.226164,0.388765,0.732282,0.824118,148.789,3.0348
178.85,0.105458,179.846,133.392,1.26468,256.01,21.9791,232.844,2.52453,1.26399,73.4906,0.215185,0.314524,0.498004,0.509145,138.119,2.36828
125.12,0.401328,135.332,246.09,0.141302,251.006,35.0178,381.5,0.604793,2.83612,197.541,0.136785,0.142612,0.595644,0.607786,103.454,0.286343
329.711,0.956672,492.454,153.024,0.208404,157.999,22.7015,365.902,2.28471,2.90618,781.607,0.260943,0.546678,0.416527,0.700155,239.229,2.54936
186.288,-0.61628,222.798,134.83,-0.310729,145.508,34.3678,207.932,1.56825,2.52375,485.947,0.409614,0.521986,0.451258,0.460765,308.568,2.53345
140.298,1.18469,250.818,126.777,-0.979817,193.583,18.8952,442.815,3.29721,2.20337,471.197,0.166719,0.218295,0.332949,0.482928,138.466,1.86419
195.485,-1.45725,442.482,298.541,-1.22676,553.666,30.8319,431.793,3.50813,0.256066,1410.9,0.282566,0.441585,0.296565,0.407909,233.959,3.37441
134.825,-0.758789,175.537,193.37,1.09407,321.533,16.3545,100.559,0.983649,3.50189,261.958,0.166584,0.602601,0.539816,0.609366,149.664,1.09023
148.829,-1.76782,448.629,175.886,-0.289215,186.492,34.39,115.631,0.575723,1.94612,257.307,0.198277,0.332148,0,0.295622,804.008,3.1304
162.342,-0.247625,167.345,226.48,-0.831057,309.81,17.8383,254.986,1.8945,0.586,185.071,0.424302,0.605275,0.0932272,0.325725,78.3524,1.07917
145.133,0.754042,188.385,108.793,-0.173951,113.99,28.2166,139.832,1.61384,0.943018,50.4338,0,0.368281,0.198465,0.645457,254.905,2.50915
143.831,-1.59071,367.559,157.379,-0.412547,171.278,10.3826,221.89,1.76328,1.35628,2105.17,0.382389,0.428199,0.365564,0.489991,252.744,3.32342
193.33,1.2467,364.069,184.736,-0.0377769,185.248,11.8742,224.858,1.32575,1.49634,174.798,0.369648,0.414243,0.465931,0.774098,291.577,2.77052
197.837,-0.221785,202.722,178.344,1.3673,373.523,24.8179,581.831,1.62266,1.66612,55.3108,0.502621,0.593974,0.72376,0.869332,296.703,2.73483
136.645,-0.533978,156.593,99.065,0.193157,101.939,14.3867,175.264,2.20073,0.855352,79.6531,0.646714,0.658261,0.28644,0.78154,168.379,1.70851
143.123,-1.2568,271.843,202.874,0.0455408,203.786,16.893,389.169,2.2375,2.34195,656.378,0.193656,0.377587,0,0.453125,158.718,2.33819
249.333,-0.178353,253.309,233.242,1.62062,614.909,51.7601,659.729,1.42882,1.83373,1159.83,0.38884,0.446486,0.388442,0.509261,337.889,2.75879
121.285,-0.467375,134.775,159.432,-0.0436789,161.209,22.837,276.051,1.56731,2.40701,510.44,0.446326,0.520205,0.2747,0.777452,241.373,2.3556
